timestamp,open,high,low,close,volume
2023-01-01 00:48:00,99.5336,99.5581,99.4785,99.5245,9476
2023-01-01 00:49:00,99.445,99.4935,99.4348,99.4363,9774
2023-01-01 00:50:00,99.4171,99.5147,99.394,99.4525,299
2023-01-01 00:51:00,99.446,99.4569,99.4323,99.4333,8626
2023-01-01 00:52:00,99.386,99.4429,99.3764,99.3994,3513
2023-01-01 00:53:00,99.4081,99.4723,99.3438,99.43,278
2023-01-01 00:54:00,99.4595,99.4988,99.4388,99.4816,8741
2023-01-01 00:55:00,99.5368,99.5631,99.493,99.5281,1824
2023-01-01 00:56:00,99.4817,99.5098,99.481,99.4862,1279
2023-01-01 00:57:00,99.4371,99.504,99.4173,99.4707,4935
2023-01-01 00:58:00,99.4968,99.5341,99.4707,99.4873,967
2023-01-01 00:59:00,99.5072,99.5999,99.4564,99.536,1077
2023-01-01 01:00:00,99.5149,99.5284,99.5025,99.5121,3740
2023-01-01 01:01:00,99.5076,99.5235,99.4757,99.5028,8957
2023-01-01 01:02:00,99.4652,99.4876,99.4429,99.4475,882
2023-01-01 01:03:00,99.4233,99.4401,99.3691,99.3877,4397
2023-01-01 01:04:00,99.401,99.4802,99.3885,99.4283,8138
2023-01-01 01:05:00,99.4951,99.5486,99.4874,99.4961,6832
2023-01-01 01:06:00,99.487,99.5115,99.4538,99.4925,9779
2023-01-01 01:07:00,99.5514,99.566,99.538,99.5427,3650
2023-01-01 01:08:00,99.5651,99.5692,99.4922,99.5608,8100
2023-01-01 01:09:00,99.5215,99.5549,99.4926,99.5285,7636
2023-01-01 01:10:00,99.5378,99.5689,99.5036,99.5466,3550
2023-01-01 01:11:00,99.6012,99.6439,99.5959,99.6235,8414
2023-01-01 01:12:00,99.6414,99.644,99.6098,99.6217,6297
2023-01-01 01:13:00,99.7091,99.7444,99.6986,99.6999,5690
2023-01-01 01:14:00,99.5873,99.6,99.5483,99.5689,7473
2023-01-01 01:15:00,99.6038,99.6352,99.5799,99.61,6410
2023-01-01 01:16:00,99.6012,99.6542,99.5605,99.6144,5185
2023-01-01 01:17:00,99.5779,99.6092,99.5394,99.5994,1059
2023-01-01 01:18:00,99.6112,99.6187,99.5891,99.604,5230
2023-01-01 01:19:00,99.4838,99.5095,99.466,99.5046,9698
2023-01-01 01:20:00,99.5306,99.5389,99.4757,99.4937,4704
2023-01-01 01:21:00,99.4854,99.5289,99.4611,99.5115,8855
2023-01-01 01:22:00,99.5909,99.6777,99.5774,99.5854,824
2023-01-01 01:23:00,99.5908,99.6266,99.5396,99.5595,7321
2023-01-01 01:24:00,99.531,99.5849,99.5063,99.5191,8538
2023-01-01 01:25:00,99.4975,99.5159,99.4401,99.494,2728
2023-01-01 01:26:00,99.5204,99.5717,99.4951,99.5398,6383
2023-01-01 01:27:00,99.5286,99.5603,99.4914,99.5562,8696
2023-01-01 01:28:00,99.5451,99.5507,99.5216,99.5297,1347
2023-01-01 01:29:00,99.5855,99.6154,99.5354,99.5554,2494
2023-01-01 01:30:00,99.5514,99.5619,99.5348,99.5602,5058
2023-01-01 01:31:00,99.5859,99.6324,99.5482,99.6086,6617
2023-01-01 01:32:00,99.5244,99.6131,99.4934,99.5735,1327
2023-01-01 01:33:00,99.5375,99.5831,99.5217,99.5572,8924
2023-01-01 01:34:00,99.5353,99.5555,99.5347,99.5376,6535
2023-01-01 01:35:00,99.4964,99.5282,99.4634,99.4644,6520
2023-01-01 01:36:00,99.4927,99.5217,99.4147,99.4792,6242
2023-01-01 01:37:00,99.4983,99.5535,99.4557,99.4922,8950
2023-01-01 01:38:00,99.4845,99.5448,99.4795,99.4925,7604
2023-01-01 01:39:00,99.4691,99.5021,99.4639,99.4808,1223
2023-01-01 01:40:00,99.4381,99.4954,99.3946,99.41,6400
2023-01-01 01:41:00,99.393,99.4167,99.3751,99.389,9175
2023-01-01 01:42:00,99.3298,99.4187,99.2767,99.3718,8988
2023-01-01 01:43:00,99.3182,99.3567,99.3027,99.3317,9006
2023-01-01 01:44:00,99.3065,99.34,99.3011,99.3237,6390
2023-01-01 01:45:00,99.3329,99.3594,99.3142,99.3439,4089
2023-01-01 01:46:00,99.4494,99.4524,99.4062,99.4382,341
2023-01-01 01:47:00,99.4447,99.4623,99.4405,99.4469,4374
2023-01-01 01:48:00,99.4582,99.4973,99.4209,99.4598,2327
2023-01-01 01:49:00,99.4823,99.496,99.4294,99.456,7124
2023-01-01 01:50:00,99.3462,99.4085,99.3178,99.3601,9631
2023-01-01 01:51:00,99.3961,99.4008,99.3459,99.3588,6452
2023-01-01 01:52:00,99.3484,99.3755,99.3373,99.3618,7755
2023-01-01 01:53:00,99.4867,99.5258,99.4771,99.485,7514
2023-01-01 01:54:00,99.4697,99.4843,99.4099,99.4753,9752
2023-01-01 01:55:00,99.4929,99.4993,99.4786,99.4904,6786
2023-01-01 01:56:00,99.4976,99.5068,99.4823,99.4887,8678
2023-01-01 01:57:00,99.4389,99.4658,99.4042,99.4302,5500
2023-01-01 01:58:00,99.4723,99.502,99.4213,99.4874,1541
2023-01-01 01:59:00,99.5025,99.5645,99.5004,99.525,9092
2023-01-01 02:00:00,99.6146,99.6394,99.5325,99.5645,706
2023-01-01 02:01:00,99.5094,99.5264,99.4997,99.5191,3209
2023-01-01 02:02:00,99.6032,99.6554,99.5772,99.5892,465
2023-01-01 02:03:00,99.487,99.5427,99.4442,99.5191,7443
2023-01-01 02:04:00,99.5429,99.5808,99.5008,99.5485,4141
2023-01-01 02:05:00,99.6554,99.7005,99.6426,99.658,9276
2023-01-01 02:06:00,99.6179,99.726,99.6034,99.6085,1224
2023-01-01 02:07:00,99.5257,99.5814,99.4801,99.5801,8096
2023-01-01 02:08:00,99.5884,99.6311,99.5662,99.5851,8782
2023-01-01 02:09:00,99.537,99.5903,99.5285,99.5599,3744
2023-01-01 02:10:00,99.4889,99.5188,99.4568,99.4824,4324
2023-01-01 02:11:00,99.4651,99.5391,99.4577,99.4858,2126
2023-01-01 02:12:00,99.4156,99.4453,99.3583,99.4327,120
2023-01-01 02:13:00,99.4509,99.4714,99.4054,99.4564,8319
2023-01-01 02:14:00,99.3894,99.42,99.3821,99.4104,5118
2023-01-01 02:15:00,99.4784,99.4934,99.455,99.4879,7171
2023-01-01 02:16:00,99.4249,99.4583,99.403,99.4488,1553
2023-01-01 02:17:00,99.396,99.4795,99.3521,99.4327,5356
2023-01-01 02:18:00,99.4937,99.508,99.4265,99.4733,6561
2023-01-01 02:19:00,99.3859,99.4209,99.3585,99.4118,4935
2023-01-01 02:20:00,99.4196,99.4284,99.4047,99.4232,6086
2023-01-01 02:21:00,99.5036,99.5104,99.4659,99.4885,1575
2023-01-01 02:22:00,99.3959,99.4656,99.3896,99.4082,1035
2023-01-01 02:23:00,99.4009,99.4348,99.3669,99.4174,8526
2023-01-01 02:24:00,99.4349,99.4555,99.3976,99.4304,134
2023-01-01 02:25:00,99.4918,99.535,99.4217,99.4695,8630
2023-01-01 02:26:00,99.3842,99.4423,99.3612,99.4076,3625
2023-01-01 02:27:00,99.3386,99.3764,99.3024,99.3416,9794
2023-01-01 02:28:00,99.333,99.3686,99.2682,99.3677,6078
2023-01-01 02:29:00,99.3747,99.4448,99.3195,99.3825,7907
2023-01-01 02:30:00,99.3958,99.4091,99.3947,99.3951,805
2023-01-01 02:31:00,99.3953,99.4645,99.3866,99.4124,4947
2023-01-01 02:32:00,99.3693,99.4195,99.3251,99.3784,4444
2023-01-01 02:33:00,99.3618,99.4131,99.3222,99.39,9416
2023-01-01 02:34:00,99.4062,99.4558,99.3987,99.4047,5434
2023-01-01 02:35:00,99.3901,99.4235,99.3348,99.3689,7567
2023-01-01 02:36:00,99.4403,99.4816,99.4037,99.4622,9891
2023-01-01 02:37:00,99.4735,99.5181,99.4334,99.4859,4630
2023-01-01 02:38:00,99.4364,99.4422,99.4069,99.4264,338
2023-01-01 02:39:00,99.4834,99.4866,99.4529,99.4592,9439
2023-01-01 02:40:00,99.3806,99.4208,99.3622,99.4105,4344
2023-01-01 02:41:00,99.4464,99.4731,99.4196,99.4498,2204
2023-01-01 02:42:00,99.5134,99.5358,99.4977,99.5077,3768
2023-01-01 02:43:00,99.4647,99.4747,99.4326,99.4667,4731
2023-01-01 02:44:00,99.4653,99.5251,99.432,99.5149,2262
2023-01-01 02:45:00,99.5455,99.5669,99.4837,99.5355,6574
2023-01-01 02:46:00,99.607,99.6125,99.5361,99.5766,4561
2023-01-01 02:47:00,99.6738,99.6983,99.6429,99.6715,3665
2023-01-01 02:48:00,99.6386,99.6609,99.6275,99.6592,5468
2023-01-01 02:49:00,99.6112,99.6241,99.6007,99.6215,3033
2023-01-01 02:50:00,99.6124,99.6203,99.5733,99.577,3208
2023-01-01 02:51:00,99.5544,99.6074,99.5177,99.5362,564
2023-01-01 02:52:00,99.5452,99.5491,99.5212,99.5324,5440
2023-01-01 02:53:00,99.5566,99.5867,99.5351,99.5494,3020
2023-01-01 02:54:00,99.55,99.5702,99.548,99.5633,910
2023-01-01 02:55:00,99.6006,99.6118,99.5876,99.6046,6009
2023-01-01 02:56:00,99.6037,99.6089,99.598,99.6053,6078
2023-01-01 02:57:00,99.6889,99.6907,99.5968,99.678,6729
2023-01-01 02:58:00,99.6949,99.7033,99.6442,99.6647,498
2023-01-01 02:59:00,99.8231,99.8519,99.7932,99.8007,7800
2023-01-01 03:00:00,99.8036,99.876,99.7836,99.832,1175
2023-01-01 03:01:00,99.7936,99.8133,99.7723,99.7892,7698
2023-01-01 03:02:00,99.7503,99.7773,99.7111,99.7356,1962
2023-01-01 03:03:00,99.7721,99.7945,99.7383,99.7597,985
2023-01-01 03:04:00,99.736,99.7532,99.7358,99.7486,5638
2023-01-01 03:05:00,99.8425,99.8656,99.7535,99.7843,2666
2023-01-01 03:06:00,99.7824,99.8293,99.7586,99.8079,1773
2023-01-01 03:07:00,99.7826,99.8279,99.7777,99.8043,5359
2023-01-01 03:08:00,99.7666,99.7924,99.7159,99.7619,6590
2023-01-01 03:09:00,99.7285,99.7614,99.6613,99.6862,1791
2023-01-01 03:10:00,99.6471,99.6755,99.6421,99.6639,4253
2023-01-01 03:11:00,99.7014,99.7072,99.7007,99.7067,757
2023-01-01 03:12:00,99.7389,99.7462,99.7034,99.7174,3356
2023-01-01 03:13:00,99.6548,99.7114,99.6324,99.6551,6421
2023-01-01 03:14:00,99.6571,99.7154,99.6466,99.6638,4154
2023-01-01 03:15:00,99.6943,99.7026,99.6759,99.683,9802
2023-01-01 03:16:00,99.6443,99.6495,99.6021,99.6388,5346
2023-01-01 03:17:00,99.6671,99.7045,99.6145,99.6465,9360
2023-01-01 03:18:00,99.6753,99.7456,99.6313,99.6494,6433
2023-01-01 03:19:00,99.5984,99.6138,99.5846,99.5923,9677
2023-01-01 03:20:00,99.616,99.6276,99.5305,99.6102,2714
2023-01-01 03:21:00,99.6425,99.6526,99.6371,99.6382,871
2023-01-01 03:22:00,99.7022,99.7074,99.6851,99.6924,2674
2023-01-01 03:23:00,99.7462,99.7896,99.7265,99.7451,2296
2023-01-01 03:24:00,99.6762,99.6964,99.6535,99.6762,8033
2023-01-01 03:25:00,99.6532,99.682,99.6078,99.6293,6457
2023-01-01 03:26:00,99.6854,99.6868,99.6419,99.655,4815
2023-01-01 03:27:00,99.6506,99.7227,99.6194,99.6807,2097
2023-01-01 03:28:00,99.7067,99.7691,99.6758,99.7065,2182
2023-01-01 03:29:00,99.8853,99.945,99.8717,99.8991,9063
2023-01-01 03:30:00,99.9214,99.9385,99.9192,99.9277,6463
2023-01-01 03:31:00,99.9925,99.9934,99.9658,99.9844,1263
2023-01-01 03:32:00,100.0455,100.0518,100.0103,100.0321,7041
2023-01-01 03:33:00,100.0625,100.0758,100.0468,100.0647,6508
2023-01-01 03:34:00,100.0107,100.1093,99.9717,100.0489,4982
2023-01-01 03:35:00,100.0676,100.1116,100.0397,100.0869,5156
2023-01-01 03:36:00,100.0662,100.094,99.9843,100.0483,3793
2023-01-01 03:37:00,99.9816,100.0365,99.9207,100.0364,5776
2023-01-01 03:38:00,100.0359,100.0377,100.0093,100.0121,872
2023-01-01 03:39:00,100.0267,100.062,99.9819,100.0162,823
2023-01-01 03:40:00,100.1583,100.2022,100.12,100.132,1318
2023-01-01 03:41:00,100.0346,100.0458,100.0042,100.0386,805
2023-01-01 03:42:00,100.0317,100.0969,100.0264,100.0729,9573
2023-01-01 03:43:00,100.0009,100.0118,99.9537,99.9923,4637
2023-01-01 03:44:00,99.9942,99.9944,99.8627,99.9687,710
2023-01-01 03:45:00,100.0416,100.0478,100.0151,100.0231,5154
2023-01-01 03:46:00,100.0131,100.047,100.0047,100.0263,9944
2023-01-01 03:47:00,99.9742,99.9834,99.9326,99.9725,8075
2023-01-01 03:48:00,99.926,99.9541,99.9249,99.9367,9193
2023-01-01 03:49:00,99.9543,99.9977,99.9242,99.9707,4146
2023-01-01 03:50:00,99.9533,99.9561,99.9205,99.9342,8136
2023-01-01 03:51:00,99.921,99.9839,99.9109,99.945,7631
2023-01-01 03:52:00,99.9294,99.969,99.8978,99.9473,7414
2023-01-01 03:53:00,99.8926,100.0107,99.8187,99.9147,8462
2023-01-01 03:54:00,99.9921,100.0367,99.9917,100.0219,7980
2023-01-01 03:55:00,100.0565,100.0576,100.0416,100.0536,7222
2023-01-01 03:56:00,99.9755,99.9796,99.9115,99.9523,2499
2023-01-01 03:57:00,99.9579,100.021,99.9421,99.9616,5055
2023-01-01 03:58:00,99.8984,99.9458,99.8829,99.9285,1474
2023-01-01 03:59:00,99.988,100.0039,99.9435,99.9712,1696
2023-01-01 04:00:00,99.9653,100.0146,99.8868,99.9315,9287
2023-01-01 04:01:00,99.9129,99.9367,99.9087,99.9258,6384
2023-01-01 04:02:00,99.9415,99.9657,99.9285,99.9511,845
2023-01-01 04:03:00,100.0047,100.0282,99.966,99.9943,5584
2023-01-01 04:04:00,99.9668,99.9908,99.9141,99.9343,9034
2023-01-01 04:05:00,99.9072,99.9718,99.9002,99.9176,9785
2023-01-01 04:06:00,99.8672,99.9321,99.8358,99.8939,3620
2023-01-01 04:07:00,99.8738,99.9,99.83,99.8612,3522
2023-01-01 04:08:00,99.9654,99.9697,99.9474,99.9495,3255
2023-01-01 04:09:00,99.9698,99.985,99.9212,99.9697,2823
2023-01-01 04:10:00,99.8955,99.9068,99.8495,99.9067,4368
2023-01-01 04:11:00,99.9725,100.0075,99.9394,99.9526,6125
2023-01-01 04:12:00,100.0692,100.0694,100.0204,100.0587,6161
2023-01-01 04:13:00,100.0949,100.1265,100.0391,100.1103,4340
2023-01-01 04:14:00,100.0353,100.0607,100.0062,100.0343,3622
2023-01-01 04:15:00,99.9831,100.0287,99.9831,100.0101,1271
2023-01-01 04:16:00,100.0872,100.0978,100.0687,100.0735,6369
2023-01-01 04:17:00,100.0328,100.0949,100.0109,100.0381,6129
2023-01-01 04:18:00,100.0516,100.1032,99.9844,100.0603,9956
2023-01-01 04:19:00,100.0983,100.1165,100.0926,100.099,2822
2023-01-01 04:20:00,100.0535,100.058,100.0301,100.0527,7733
2023-01-01 04:21:00,100.0676,100.1096,100.0462,100.0497,8974
2023-01-01 04:22:00,99.8994,99.9233,99.8839,99.8876,7342
2023-01-01 04:23:00,99.8333,99.9052,99.8254,99.8364,1609
2023-01-01 04:24:00,99.839,99.8707,99.7769,99.8238,8035
2023-01-01 04:25:00,99.7694,99.7795,99.745,99.7614,2363
2023-01-01 04:26:00,99.8345,99.8966,99.8204,99.843,6986
2023-01-01 04:27:00,99.769,99.7984,99.719,99.7715,2384
2023-01-01 04:28:00,99.7465,99.7705,99.7407,99.7495,3059
2023-01-01 04:29:00,99.7661,99.7738,99.7437,99.756,9948
2023-01-01 04:30:00,99.8207,99.8367,99.8062,99.8281,3366
2023-01-01 04:31:00,99.7485,99.765,99.736,99.7563,9565
2023-01-01 04:32:00,99.8538,99.8786,99.8091,99.8145,3618
2023-01-01 04:33:00,99.8338,99.8417,99.7759,99.815,6315
2023-01-01 04:34:00,99.7507,99.7774,99.7413,99.7659,2115
2023-01-01 04:35:00,99.8004,99.8409,99.7828,99.789,9209
2023-01-01 04:36:00,99.8013,99.832,99.7953,99.7989,9243
2023-01-01 04:37:00,99.7768,99.7969,99.7519,99.7689,7763
2023-01-01 04:38:00,99.7752,99.8078,99.7528,99.7724,8446
2023-01-01 04:39:00,99.777,99.7833,99.7484,99.7532,8592
2023-01-01 04:40:00,99.7657,99.7888,99.7519,99.7588,8486
2023-01-01 04:41:00,99.7907,99.8077,99.739,99.7919,7664
2023-01-01 04:42:00,99.8921,99.8998,99.8473,99.8712,6452
2023-01-01 04:43:00,99.814,99.8238,99.793,99.8094,1537
2023-01-01 04:44:00,99.9184,99.9878,99.9107,99.916,9024
2023-01-01 04:45:00,99.8247,99.8269,99.7576,99.8184,3144
2023-01-01 04:46:00,99.8089,99.8293,99.7847,99.8108,1551
2023-01-01 04:47:00,99.8404,99.8987,99.8208,99.8402,7187
2023-01-01 04:48:00,99.8425,99.8801,99.8343,99.8543,4809
2023-01-01 04:49:00,99.8081,99.8557,99.8071,99.8231,1388
2023-01-01 04:50:00,99.7928,99.8414,99.7731,99.8127,3347
2023-01-01 04:51:00,99.7602,99.8006,99.7521,99.7881,1475
2023-01-01 04:52:00,99.741,99.7897,99.7062,99.7586,4379
2023-01-01 04:53:00,99.7976,99.8114,99.7883,99.8011,7591
2023-01-01 04:54:00,99.821,99.8278,99.8112,99.8189,4073
2023-01-01 04:55:00,99.7789,99.8032,99.7686,99.7843,4694
2023-01-01 04:56:00,99.7822,99.8627,99.7748,99.8293,1099
2023-01-01 04:57:00,99.8761,99.9383,99.8062,99.8446,6438
2023-01-01 04:58:00,99.907,99.9111,99.8612,99.8853,2142
2023-01-01 04:59:00,99.9257,99.9539,99.8772,99.9168,1144
2023-01-01 05:00:00,99.9135,99.9238,99.8719,99.8753,4993
2023-01-01 05:01:00,99.8278,99.87,99.8273,99.8473,5788
2023-01-01 05:02:00,99.9224,99.9574,99.8201,99.8847,9370
2023-01-01 05:03:00,99.8959,99.9298,99.886,99.9152,4499
2023-01-01 05:04:00,99.9189,99.9308,99.8847,99.9142,9849
2023-01-01 05:05:00,99.8945,99.9564,99.8814,99.92,5360
2023-01-01 05:06:00,99.9842,100.0087,99.969,99.9839,2236
2023-01-01 05:07:00,99.962,100.023,99.9521,99.9543,3027
2023-01-01 05:08:00,99.9786,99.9966,99.972,99.9817,1934
2023-01-01 05:09:00,99.9858,100.0161,99.9431,99.9716,7854
2023-01-01 05:10:00,99.9627,100.0102,99.9351,99.9607,4500
2023-01-01 05:11:00,100.0052,100.0509,99.9949,100.0156,3919
2023-01-01 05:12:00,100.0456,100.0616,100.0299,100.0569,7484
2023-01-01 05:13:00,100.1138,100.1173,100.0648,100.0976,4479
2023-01-01 05:14:00,100.1498,100.1807,100.1412,100.1628,7629
2023-01-01 05:15:00,100.1822,100.2191,100.1319,100.1639,7635
2023-01-01 05:16:00,100.2224,100.2322,100.1691,100.198,8732
2023-01-01 05:17:00,100.1491,100.2183,100.0929,100.1825,4054
2023-01-01 05:18:00,100.2213,100.2571,100.1662,100.1987,9760
2023-01-01 05:19:00,100.2334,100.2777,100.1669,100.1922,2062
2023-01-01 05:20:00,100.2021,100.2341,100.1967,100.197,3548
2023-01-01 05:21:00,100.2388,100.2642,100.1815,100.2268,3667
2023-01-01 05:22:00,100.2066,100.2178,100.1528,100.1859,7917
2023-01-01 05:23:00,100.285,100.3248,100.2624,100.2905,2994
2023-01-01 05:24:00,100.2438,100.2587,100.2269,100.2402,3110
2023-01-01 05:25:00,100.1532,100.1958,100.1457,100.1795,3963
2023-01-01 05:26:00,100.2402,100.2404,100.2156,100.2374,7425
2023-01-01 05:27:00,100.2869,100.3205,100.2727,100.277,844
2023-01-01 05:28:00,100.3185,100.3616,100.2951,100.3082,7492
2023-01-01 05:29:00,100.3609,100.3964,100.3247,100.3396,656
2023-01-01 05:30:00,100.3235,100.3767,100.2639,100.339,3900
2023-01-01 05:31:00,100.2835,100.3333,100.2606,100.2941,4825
2023-01-01 05:32:00,100.3358,100.3628,100.2677,100.2979,1951
2023-01-01 05:33:00,100.261,100.2972,100.2053,100.2641,2456
2023-01-01 05:34:00,100.3168,100.3336,100.3042,100.3128,3964
2023-01-01 05:35:00,100.3041,100.3218,100.2648,100.3055,4297
2023-01-01 05:36:00,100.2477,100.2645,100.1935,100.2642,6375
2023-01-01 05:37:00,100.2806,100.3227,100.2262,100.2481,1983
2023-01-01 05:38:00,100.2582,100.326,100.2285,100.2688,4397
2023-01-01 05:39:00,100.218,100.2484,100.1789,100.2406,7554
2023-01-01 05:40:00,100.1904,100.2792,100.1446,100.1995,3943
2023-01-01 05:41:00,100.1716,100.2206,100.1505,100.2116,6537
2023-01-01 05:42:00,100.2109,100.2519,100.1936,100.2239,8309
2023-01-01 05:43:00,100.1792,100.2053,100.1747,100.1985,771
2023-01-01 05:44:00,100.1873,100.2091,100.1662,100.175,6192
2023-01-01 05:45:00,100.1731,100.1973,100.1623,100.1866,9430
2023-01-01 05:46:00,100.1319,100.169,100.0677,100.1142,8499
2023-01-01 05:47:00,100.0718,100.0984,99.9656,100.0438,260
2023-01-01 05:48:00,100.0235,100.0332,100.0048,100.0079,4514
2023-01-01 05:49:00,99.9929,100.0292,99.9793,99.9972,4657
2023-01-01 05:50:00,100.0156,100.0386,100.0111,100.0128,1682
2023-01-01 05:51:00,100.056,100.1002,100.0175,100.0865,3056
2023-01-01 05:52:00,100.1267,100.1385,100.1019,100.1294,6295
2023-01-01 05:53:00,100.1042,100.169,100.0722,100.1214,8343
2023-01-01 05:54:00,100.1344,100.1356,100.1021,100.1205,7438
2023-01-01 05:55:00,100.1218,100.1744,100.0401,100.0703,4805
2023-01-01 05:56:00,100.0794,100.0988,99.9886,100.0694,1844
2023-01-01 05:57:00,100.0152,100.1191,99.9961,100.055,6374
2023-01-01 05:58:00,100.0639,100.0925,100.046,100.0711,9255
2023-01-01 05:59:00,100.0322,100.0558,100.0095,100.0298,8217
2023-01-01 06:00:00,100.0575,100.0899,100.0316,100.0557,5032
2023-01-01 06:01:00,100.1178,100.161,100.0906,100.1324,1249
2023-01-01 06:02:00,100.1318,100.1919,100.103,100.1269,2659
2023-01-01 06:03:00,100.1222,100.1568,100.1094,100.147,1167
2023-01-01 06:04:00,100.1626,100.2014,100.1534,100.1815,1929
2023-01-01 06:05:00,100.1744,100.1791,100.1581,100.1615,4383
2023-01-01 06:06:00,100.1524,100.1822,100.1243,100.1727,1022
2023-01-01 06:07:00,100.1841,100.2311,100.1455,100.1733,6846
2023-01-01 06:08:00,100.1508,100.2086,100.1384,100.1782,1650
2023-01-01 06:09:00,100.1748,100.2102,100.1336,100.1395,3082
2023-01-01 06:10:00,100.1253,100.1444,100.1087,100.1408,2144
2023-01-01 06:11:00,100.1612,100.2019,100.1374,100.1657,5913
2023-01-01 06:12:00,100.2448,100.2923,100.1932,100.2382,7197
2023-01-01 06:13:00,100.2749,100.2887,100.2516,100.2862,1697
2023-01-01 06:14:00,100.3967,100.4062,100.3749,100.3938,5809
2023-01-01 06:15:00,100.367,100.369,100.333,100.3555,2421
2023-01-01 06:16:00,100.4183,100.4211,100.3897,100.3991,4958
2023-01-01 06:17:00,100.4241,100.4738,100.4046,100.4082,1417
2023-01-01 06:18:00,100.5143,100.5643,100.5057,100.5177,3655
2023-01-01 06:19:00,100.4744,100.4847,100.4111,100.4773,4397
2023-01-01 06:20:00,100.4823,100.5172,100.4322,100.4353,1657
2023-01-01 06:21:00,100.4244,100.4864,100.3918,100.4054,6404
2023-01-01 06:22:00,100.2807,100.369,100.2728,100.2992,1169
2023-01-01 06:23:00,100.2749,100.298,100.2585,100.2729,597
2023-01-01 06:24:00,100.2282,100.2535,100.1892,100.2349,204
2023-01-01 06:25:00,100.2397,100.2561,100.2067,100.2424,3853
2023-01-01 06:26:00,100.2349,100.2742,100.2119,100.2595,5142
2023-01-01 06:27:00,100.3451,100.3688,100.3361,100.3533,4135
2023-01-01 06:28:00,100.4371,100.4535,100.3739,100.4009,5304
2023-01-01 06:29:00,100.3836,100.3865,100.3666,100.372,1947
2023-01-01 06:30:00,100.2773,100.3296,100.2623,100.3271,9869
2023-01-01 06:31:00,100.376,100.4232,100.345,100.3517,2672
